"""næring (SN2007)"";""kvartal"";""statistikkvariabel"";""08771: Ledige stillingar, etter næring (SN2007), kvartal og statistikkvariabel"""
"""01-03 Jordbruk, skogbruk og fiske"";""2014K4"";""Ledige stillingar, endring frå året før"";-"
"""01-03 Jordbruk, skogbruk og fiske"";""2014K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,2"
"""01-03 Jordbruk, skogbruk og fiske"";""2015K1"";""Ledige stillingar"";300"
"""01-03 Jordbruk, skogbruk og fiske"";""2015K1"";""Ledige stillingar (prosent)"";1,3"
"""01-03 Jordbruk, skogbruk og fiske"";""2015K1"";""Ledige stillingar, endring frå året før"";100"
"""01-03 Jordbruk, skogbruk og fiske"";""2015K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,4"
"""01-03 Jordbruk, skogbruk og fiske"";""2015K2"";""Ledige stillingar"";500"
"""01-03 Jordbruk, skogbruk og fiske"";""2015K2"";""Ledige stillingar (prosent)"";1,5"
"""01-03 Jordbruk, skogbruk og fiske"";""2015K2"";""Ledige stillingar, endring frå året før"";-"
"""01-03 Jordbruk, skogbruk og fiske"";""2015K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,2"
"""01-03 Jordbruk, skogbruk og fiske"";""2015K3"";""Ledige stillingar"";200"
"""01-03 Jordbruk, skogbruk og fiske"";""2015K3"";""Ledige stillingar (prosent)"";0,6"
"""01-03 Jordbruk, skogbruk og fiske"";""2015K3"";""Ledige stillingar, endring frå året før"";-100"
"""01-03 Jordbruk, skogbruk og fiske"";""2015K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,5"
"""01-03 Jordbruk, skogbruk og fiske"";""2015K4"";""Ledige stillingar"";200"
"""01-03 Jordbruk, skogbruk og fiske"";""2015K4"";""Ledige stillingar (prosent)"";0,6"
"""01-03 Jordbruk, skogbruk og fiske"";""2015K4"";""Ledige stillingar, endring frå året før"";-"
"""01-03 Jordbruk, skogbruk og fiske"";""2015K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,1"
"""01-03 Jordbruk, skogbruk og fiske"";""2016K1"";""Ledige stillingar"";200"
"""01-03 Jordbruk, skogbruk og fiske"";""2016K1"";""Ledige stillingar (prosent)"";0,9"
"""01-03 Jordbruk, skogbruk og fiske"";""2016K1"";""Ledige stillingar, endring frå året før"";-100"
"""01-03 Jordbruk, skogbruk og fiske"";""2016K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,4"
"""01-03 Jordbruk, skogbruk og fiske"";""2016K2"";""Ledige stillingar"";300"
"""01-03 Jordbruk, skogbruk og fiske"";""2016K2"";""Ledige stillingar (prosent)"";1"
"""01-03 Jordbruk, skogbruk og fiske"";""2016K2"";""Ledige stillingar, endring frå året før"";-100"
"""01-03 Jordbruk, skogbruk og fiske"";""2016K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,5"
"""01-03 Jordbruk, skogbruk og fiske"";""2016K3"";""Ledige stillingar"";100"
"""01-03 Jordbruk, skogbruk og fiske"";""2016K3"";""Ledige stillingar (prosent)"";0,3"
"""01-03 Jordbruk, skogbruk og fiske"";""2016K3"";""Ledige stillingar, endring frå året før"";-100"
"""01-03 Jordbruk, skogbruk og fiske"";""2016K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,3"
"""01-03 Jordbruk, skogbruk og fiske"";""2016K4"";""Ledige stillingar"";300"
"""01-03 Jordbruk, skogbruk og fiske"";""2016K4"";""Ledige stillingar (prosent)"";0,9"
"""01-03 Jordbruk, skogbruk og fiske"";""2016K4"";""Ledige stillingar, endring frå året før"";100"
"""01-03 Jordbruk, skogbruk og fiske"";""2016K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,3"
"""01-03 Jordbruk, skogbruk og fiske"";""2017K1"";""Ledige stillingar"";400"
"""01-03 Jordbruk, skogbruk og fiske"";""2017K1"";""Ledige stillingar (prosent)"";1,4"
"""01-03 Jordbruk, skogbruk og fiske"";""2017K1"";""Ledige stillingar, endring frå året før"";200"
"""01-03 Jordbruk, skogbruk og fiske"";""2017K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,5"
"""01-03 Jordbruk, skogbruk og fiske"";""2017K2"";""Ledige stillingar"";300"
"""01-03 Jordbruk, skogbruk og fiske"";""2017K2"";""Ledige stillingar (prosent)"";0,9"
"""01-03 Jordbruk, skogbruk og fiske"";""2017K2"";""Ledige stillingar, endring frå året før"";-"
"""01-03 Jordbruk, skogbruk og fiske"";""2017K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,2"
"""01-03 Jordbruk, skogbruk og fiske"";""2017K3"";""Ledige stillingar"";400"
"""01-03 Jordbruk, skogbruk og fiske"";""2017K3"";""Ledige stillingar (prosent)"";1,1"
"""01-03 Jordbruk, skogbruk og fiske"";""2017K3"";""Ledige stillingar, endring frå året før"";300"
"""01-03 Jordbruk, skogbruk og fiske"";""2017K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,7"
"""01-03 Jordbruk, skogbruk og fiske"";""2017K4"";""Ledige stillingar"";200"
"""01-03 Jordbruk, skogbruk og fiske"";""2017K4"";""Ledige stillingar (prosent)"";0,6"
"""01-03 Jordbruk, skogbruk og fiske"";""2017K4"";""Ledige stillingar, endring frå året før"";-100"
"""01-03 Jordbruk, skogbruk og fiske"";""2017K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,3"
"""01-03 Jordbruk, skogbruk og fiske"";""2018K1"";""Ledige stillingar"";700"
"""01-03 Jordbruk, skogbruk og fiske"";""2018K1"";""Ledige stillingar (prosent)"";2,2"
"""01-03 Jordbruk, skogbruk og fiske"";""2018K1"";""Ledige stillingar, endring frå året før"";300"
"""01-03 Jordbruk, skogbruk og fiske"";""2018K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,9"
"""01-03 Jordbruk, skogbruk og fiske"";""2018K2"";""Ledige stillingar"";400"
"""01-03 Jordbruk, skogbruk og fiske"";""2018K2"";""Ledige stillingar (prosent)"";1,1"
"""01-03 Jordbruk, skogbruk og fiske"";""2018K2"";""Ledige stillingar, endring frå året før"";100"
"""01-03 Jordbruk, skogbruk og fiske"";""2018K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,3"
"""01-03 Jordbruk, skogbruk og fiske"";""2018K3"";""Ledige stillingar"";300"
"""01-03 Jordbruk, skogbruk og fiske"";""2018K3"";""Ledige stillingar (prosent)"";0,6"
"""01-03 Jordbruk, skogbruk og fiske"";""2018K3"";""Ledige stillingar, endring frå året før"";-200"
"""01-03 Jordbruk, skogbruk og fiske"";""2018K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,4"
"""01-03 Jordbruk, skogbruk og fiske"";""2018K4"";""Ledige stillingar"";400"
"""01-03 Jordbruk, skogbruk og fiske"";""2018K4"";""Ledige stillingar (prosent)"";1"
"""01-03 Jordbruk, skogbruk og fiske"";""2018K4"";""Ledige stillingar, endring frå året før"";200"
"""01-03 Jordbruk, skogbruk og fiske"";""2018K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,4"
"""01-03 Jordbruk, skogbruk og fiske"";""2019K1"";""Ledige stillingar"";700"
"""01-03 Jordbruk, skogbruk og fiske"";""2019K1"";""Ledige stillingar (prosent)"";2,4"
"""01-03 Jordbruk, skogbruk og fiske"";""2019K1"";""Ledige stillingar, endring frå året før"";100"
"""01-03 Jordbruk, skogbruk og fiske"";""2019K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,2"
"""01-03 Jordbruk, skogbruk og fiske"";""2019K2"";""Ledige stillingar"";400"
"""01-03 Jordbruk, skogbruk og fiske"";""2019K2"";""Ledige stillingar (prosent)"";1,1"
"""01-03 Jordbruk, skogbruk og fiske"";""2019K2"";""Ledige stillingar, endring frå året før"";-"
"""01-03 Jordbruk, skogbruk og fiske"";""2019K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";0"
"""01-03 Jordbruk, skogbruk og fiske"";""2019K3"";""Ledige stillingar"";700"
"""01-03 Jordbruk, skogbruk og fiske"";""2019K3"";""Ledige stillingar (prosent)"";1,5"
"""01-03 Jordbruk, skogbruk og fiske"";""2019K3"";""Ledige stillingar, endring frå året før"";400"
"""01-03 Jordbruk, skogbruk og fiske"";""2019K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,9"
"""01-03 Jordbruk, skogbruk og fiske"";""2019K4"";""Ledige stillingar"";500"
"""01-03 Jordbruk, skogbruk og fiske"";""2019K4"";""Ledige stillingar (prosent)"";1,3"
"""01-03 Jordbruk, skogbruk og fiske"";""2019K4"";""Ledige stillingar, endring frå året før"";100"
"""01-03 Jordbruk, skogbruk og fiske"";""2019K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,3"
"""01-03 Jordbruk, skogbruk og fiske"";""2020K1"";""Ledige stillingar"";600"
"""01-03 Jordbruk, skogbruk og fiske"";""2020K1"";""Ledige stillingar (prosent)"";1,9"
"""01-03 Jordbruk, skogbruk og fiske"";""2020K1"";""Ledige stillingar, endring frå året før"";-100"
"""01-03 Jordbruk, skogbruk og fiske"";""2020K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,5"
"""01-03 Jordbruk, skogbruk og fiske"";""2020K2"";""Ledige stillingar"";300"
"""01-03 Jordbruk, skogbruk og fiske"";""2020K2"";""Ledige stillingar (prosent)"";0,8"
"""01-03 Jordbruk, skogbruk og fiske"";""2020K2"";""Ledige stillingar, endring frå året før"";-100"
"""01-03 Jordbruk, skogbruk og fiske"";""2020K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,3"
"""01-03 Jordbruk, skogbruk og fiske"";""2020K3"";""Ledige stillingar"";300"
"""01-03 Jordbruk, skogbruk og fiske"";""2020K3"";""Ledige stillingar (prosent)"";0,7"
"""01-03 Jordbruk, skogbruk og fiske"";""2020K3"";""Ledige stillingar, endring frå året før"";-400"
"""01-03 Jordbruk, skogbruk og fiske"";""2020K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,8"
"""01-03 Jordbruk, skogbruk og fiske"";""2020K4"";""Ledige stillingar"";400"
"""01-03 Jordbruk, skogbruk og fiske"";""2020K4"";""Ledige stillingar (prosent)"";1"
"""01-03 Jordbruk, skogbruk og fiske"";""2020K4"";""Ledige stillingar, endring frå året før"";-100"
"""01-03 Jordbruk, skogbruk og fiske"";""2020K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,3"
"""01-03 Jordbruk, skogbruk og fiske"";""2021K1"";""Ledige stillingar"";500"
"""01-03 Jordbruk, skogbruk og fiske"";""2021K1"";""Ledige stillingar (prosent)"";1,6"
"""01-03 Jordbruk, skogbruk og fiske"";""2021K1"";""Ledige stillingar, endring frå året før"";-100"
"""01-03 Jordbruk, skogbruk og fiske"";""2021K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,3"
"""01-03 Jordbruk, skogbruk og fiske"";""2021K2"";""Ledige stillingar"";1600"
"""01-03 Jordbruk, skogbruk og fiske"";""2021K2"";""Ledige stillingar (prosent)"";4,2"
"""01-03 Jordbruk, skogbruk og fiske"";""2021K2"";""Ledige stillingar, endring frå året før"";1300"
"""01-03 Jordbruk, skogbruk og fiske"";""2021K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";3,3"
"""01-03 Jordbruk, skogbruk og fiske"";""2021K3"";""Ledige stillingar"";3900"
"""01-03 Jordbruk, skogbruk og fiske"";""2021K3"";""Ledige stillingar (prosent)"";8,3"
"""01-03 Jordbruk, skogbruk og fiske"";""2021K3"";""Ledige stillingar, endring frå året før"";3600"
"""01-03 Jordbruk, skogbruk og fiske"";""2021K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";7,6"
"""01-03 Jordbruk, skogbruk og fiske"";""2021K4"";""Ledige stillingar"";600"
"""01-03 Jordbruk, skogbruk og fiske"";""2021K4"";""Ledige stillingar (prosent)"";1,4"
"""01-03 Jordbruk, skogbruk og fiske"";""2021K4"";""Ledige stillingar, endring frå året før"";200"
"""01-03 Jordbruk, skogbruk og fiske"";""2021K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,5"
"""01-03 Jordbruk, skogbruk og fiske"";""2022K1"";""Ledige stillingar"";1200"
"""01-03 Jordbruk, skogbruk og fiske"";""2022K1"";""Ledige stillingar (prosent)"";3,6"
"""01-03 Jordbruk, skogbruk og fiske"";""2022K1"";""Ledige stillingar, endring frå året før"";700"
"""01-03 Jordbruk, skogbruk og fiske"";""2022K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";2"
"""01-03 Jordbruk, skogbruk og fiske"";""2022K2"";""Ledige stillingar"";700"
"""01-03 Jordbruk, skogbruk og fiske"";""2022K2"";""Ledige stillingar (prosent)"";1,7"
"""01-03 Jordbruk, skogbruk og fiske"";""2022K2"";""Ledige stillingar, endring frå året før"";-900"
"""01-03 Jordbruk, skogbruk og fiske"";""2022K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-2,4"
"""01-03 Jordbruk, skogbruk og fiske"";""2022K3"";""Ledige stillingar"";900"
"""01-03 Jordbruk, skogbruk og fiske"";""2022K3"";""Ledige stillingar (prosent)"";2"
"""01-03 Jordbruk, skogbruk og fiske"";""2022K3"";""Ledige stillingar, endring frå året før"";-3000"
"""01-03 Jordbruk, skogbruk og fiske"";""2022K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-6,3"
"""01-03 Jordbruk, skogbruk og fiske"";""2022K4"";""Ledige stillingar"";800"
"""01-03 Jordbruk, skogbruk og fiske"";""2022K4"";""Ledige stillingar (prosent)"";2"
"""01-03 Jordbruk, skogbruk og fiske"";""2022K4"";""Ledige stillingar, endring frå året før"";300"
"""01-03 Jordbruk, skogbruk og fiske"";""2022K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,6"
"""01-03 Jordbruk, skogbruk og fiske"";""2023K1"";""Ledige stillingar"";1600"
"""01-03 Jordbruk, skogbruk og fiske"";""2023K1"";""Ledige stillingar (prosent)"";4,3"
"""01-03 Jordbruk, skogbruk og fiske"";""2023K1"";""Ledige stillingar, endring frå året før"";300"
"""01-03 Jordbruk, skogbruk og fiske"";""2023K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,7"
"""01-03 Jordbruk, skogbruk og fiske"";""2023K2"";""Ledige stillingar"";1200"
"""01-03 Jordbruk, skogbruk og fiske"";""2023K2"";""Ledige stillingar (prosent)"";3"
"""01-03 Jordbruk, skogbruk og fiske"";""2023K2"";""Ledige stillingar, endring frå året før"";500"
"""01-03 Jordbruk, skogbruk og fiske"";""2023K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";1,3"
"""01-03 Jordbruk, skogbruk og fiske"";""2023K3"";""Ledige stillingar"";1500"
"""01-03 Jordbruk, skogbruk og fiske"";""2023K3"";""Ledige stillingar (prosent)"";3,2"
"""01-03 Jordbruk, skogbruk og fiske"";""2023K3"";""Ledige stillingar, endring frå året før"";600"
"""01-03 Jordbruk, skogbruk og fiske"";""2023K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";1,2"
"""01-03 Jordbruk, skogbruk og fiske"";""2023K4"";""Ledige stillingar"";1900"
"""01-03 Jordbruk, skogbruk og fiske"";""2023K4"";""Ledige stillingar (prosent)"";4,3"
"""01-03 Jordbruk, skogbruk og fiske"";""2023K4"";""Ledige stillingar, endring frå året før"";1000"
"""01-03 Jordbruk, skogbruk og fiske"";""2023K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";2,3"
"""05-09 Bergverksdrift og utvinning"";""2010K1"";""Ledige stillingar"";700"
"""05-09 Bergverksdrift og utvinning"";""2010K1"";""Ledige stillingar (prosent)"";1,6"
"""05-09 Bergverksdrift og utvinning"";""2010K1"";""Ledige stillingar, endring frå året før"";."
"""05-09 Bergverksdrift og utvinning"";""2010K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";."
"""05-09 Bergverksdrift og utvinning"";""2010K2"";""Ledige stillingar"";800"
"""05-09 Bergverksdrift og utvinning"";""2010K2"";""Ledige stillingar (prosent)"";1,9"
"""05-09 Bergverksdrift og utvinning"";""2010K2"";""Ledige stillingar, endring frå året før"";."
"""05-09 Bergverksdrift og utvinning"";""2010K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";."
"""05-09 Bergverksdrift og utvinning"";""2010K3"";""Ledige stillingar"";1000"
"""05-09 Bergverksdrift og utvinning"";""2010K3"";""Ledige stillingar (prosent)"";2,2"
"""05-09 Bergverksdrift og utvinning"";""2010K3"";""Ledige stillingar, endring frå året før"";."
"""05-09 Bergverksdrift og utvinning"";""2010K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";."
"""05-09 Bergverksdrift og utvinning"";""2010K4"";""Ledige stillingar"";1200"
"""05-09 Bergverksdrift og utvinning"";""2010K4"";""Ledige stillingar (prosent)"";2,7"
"""05-09 Bergverksdrift og utvinning"";""2010K4"";""Ledige stillingar, endring frå året før"";."
"""05-09 Bergverksdrift og utvinning"";""2010K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";."
"""05-09 Bergverksdrift og utvinning"";""2011K1"";""Ledige stillingar"";1800"
"""05-09 Bergverksdrift og utvinning"";""2011K1"";""Ledige stillingar (prosent)"";3,3"
"""05-09 Bergverksdrift og utvinning"";""2011K1"";""Ledige stillingar, endring frå året før"";1100"
"""05-09 Bergverksdrift og utvinning"";""2011K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";1,7"
"""05-09 Bergverksdrift og utvinning"";""2011K2"";""Ledige stillingar"";2000"
"""05-09 Bergverksdrift og utvinning"";""2011K2"";""Ledige stillingar (prosent)"";3,5"
"""05-09 Bergverksdrift og utvinning"";""2011K2"";""Ledige stillingar, endring frå året før"";1100"
"""05-09 Bergverksdrift og utvinning"";""2011K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";1,6"
"""05-09 Bergverksdrift og utvinning"";""2011K3"";""Ledige stillingar"";1800"
"""05-09 Bergverksdrift og utvinning"";""2011K3"";""Ledige stillingar (prosent)"";3,2"
"""05-09 Bergverksdrift og utvinning"";""2011K3"";""Ledige stillingar, endring frå året før"";800"
"""05-09 Bergverksdrift og utvinning"";""2011K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";1"
"""05-09 Bergverksdrift og utvinning"";""2011K4"";""Ledige stillingar"";2200"
"""05-09 Bergverksdrift og utvinning"";""2011K4"";""Ledige stillingar (prosent)"";3,8"
"""05-09 Bergverksdrift og utvinning"";""2011K4"";""Ledige stillingar, endring frå året før"";1000"
"""05-09 Bergverksdrift og utvinning"";""2011K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";1,1"
"""05-09 Bergverksdrift og utvinning"";""2012K1"";""Ledige stillingar"";2200"
"""05-09 Bergverksdrift og utvinning"";""2012K1"";""Ledige stillingar (prosent)"";3,8"
"""05-09 Bergverksdrift og utvinning"";""2012K1"";""Ledige stillingar, endring frå året før"";400"
"""05-09 Bergverksdrift og utvinning"";""2012K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,5"
"""05-09 Bergverksdrift og utvinning"";""2012K2"";""Ledige stillingar"";2500"
"""05-09 Bergverksdrift og utvinning"";""2012K2"";""Ledige stillingar (prosent)"";4,1"
"""05-09 Bergverksdrift og utvinning"";""2012K2"";""Ledige stillingar, endring frå året før"";500"
"""05-09 Bergverksdrift og utvinning"";""2012K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,6"
"""05-09 Bergverksdrift og utvinning"";""2012K3"";""Ledige stillingar"";2100"
"""05-09 Bergverksdrift og utvinning"";""2012K3"";""Ledige stillingar (prosent)"";3,5"
"""05-09 Bergverksdrift og utvinning"";""2012K3"";""Ledige stillingar, endring frå året før"";300"
"""05-09 Bergverksdrift og utvinning"";""2012K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,2"
"""05-09 Bergverksdrift og utvinning"";""2012K4"";""Ledige stillingar"";2000"
"""05-09 Bergverksdrift og utvinning"";""2012K4"";""Ledige stillingar (prosent)"";3,2"
"""05-09 Bergverksdrift og utvinning"";""2012K4"";""Ledige stillingar, endring frå året før"";-200"
"""05-09 Bergverksdrift og utvinning"";""2012K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,6"
"""05-09 Bergverksdrift og utvinning"";""2013K1"";""Ledige stillingar"";1900"
"""05-09 Bergverksdrift og utvinning"";""2013K1"";""Ledige stillingar (prosent)"";2,9"
